Open_Time_ms,Open,High,Low,Close,Volume,Close_Time_ms,Quote_Asset_Volume,Number_of_Trades,Taker_Buy_Base_Asset_Volume,Taker_Buy_Quote_Asset_Volume
1772557200000,1983.98,1985.6,1959.38,1980.6,20094.3938,1772560799999,39631790.967987,435936,9609.7857,18956536.122093
1772560800000,1980.59,2000.32,1969.7,1988.2,17019.0589,1772564399999,33829068.565662,304776,8180.3636,16261560.594567
1772564400000,1988.21,1994.37,1976.97,1986.02,20447.2398,1772567999999,40619982.207562,311005,7781.9159,15465348.086921
1772568000000,1986.03,1989.8,1969.83,1978.34,9339.9793,1772571599999,18499791.489724,238998,4084.2673,8090927.413371
1772571600000,1978.34,1978.4,1959.35,1968.46,8093.7901,1772575199999,15912589.035302,147275,3565.3327,7009587.288415
1772575200000,1968.46,1988.2,1968.25,1983.31,7331.0526,1772578799999,14522728.867627,149019,4160.5574,8241200.285045
1772578800000,1983.3,2001.63,1981.25,1982.8,11408.2277,1772582399999,22704792.437122,149259,5532.9243,11015831.329164
1772582400000,1982.81,1986.79,1961.88,1976.68,13652.3461,1772585999999,26974346.288464,217964,5251.9206,10374936.687536
1772586000000,1976.69,1998.66,1970.18,1981.73,15208.224,1772589599999,30163127.04048,321208,7018.29,13928812.591301
1772589600000,1981.72,1982.79,1969.1,1979.24,9101.0568,1772593199999,17985073.09483,234510,3761.9568,7434562.399274
1772593200000,1979.23,1980.18,1945.08,1960.9,24378.1016,1772596799999,47760360.641548,375317,10231.8199,20045464.495119
1772596800000,1960.89,1964.65,1950.65,1960.25,10698.7788,1772600399999,20941949.036644,235028,5111.2333,10006414.490674
1772600400000,1960.26,1977.84,1955.79,1971.14,10275.531,1772603999999,20209596.073085,219062,5657.3731,11131871.500063
1772604000000,1971.14,1986.49,1963.33,1980.33,12984.2822,1772607599999,25646408.716407,217059,7404.5614,14629276.284038
1772607600000,1980.34,2010.0,1974.64,2006.55,18528.9939,1772611199999,36945095.918188,256549,9895.0265,19736028.04845
1772611200000,2006.55,2066.66,2000.47,2063.71,60466.9033,1772614799999,122867464.17961,591736,33945.8929,68992150.495876
1772614800000,2063.71,2089.55,2055.18,2075.23,59530.1723,1772618399999,123505788.654288,658625,28912.0324,60005804.570728
1772618400000,2075.24,2092.9,2067.36,2072.34,35518.5851,1772621999999,73828166.519876,435050,14628.8298,30432760.719345
1772622000000,2072.33,2078.22,2046.77,2054.97,31815.4116,1772625599999,65633981.386475,316703,14236.8488,29371013.318073
1772625600000,2054.97,2059.29,2036.37,2054.33,34637.6336,1772629199999,70861351.946368,351334,19874.2812,40642289.06781
1772629200000,2054.34,2068.53,2052.79,2064.49,14580.9958,1772632799999,30057939.062593,333442,7421.7388,15300942.305375
1772632800000,2064.48,2110.0,2062.82,2080.0,64561.6428,1772636399999,134466952.300764,861639,36126.6749,75245193.110629
1772636400000,2079.99,2157.67,2079.09,2150.23,89214.3086,1772639999999,189414293.693586,955993,48287.1584,102523780.39795
1772640000000,2150.23,2165.75,2129.13,2142.39,58873.9925,1772643599999,126320664.687455,692129,30460.7965,65364186.967131
1772643600000,2142.39,2156.83,2130.17,2146.07,43422.743,1772647199999,93093462.639333,476500,21240.9635,45555812.896847
1772647200000,2146.07,2164.38,2138.13,2163.18,20006.596,1772650799999,43032116.485443,325457,9518.5987,20475992.470778
1772650800000,2163.18,2199.0,2161.01,2177.51,49507.3799,1772654399999,107957313.190228,515834,25673.0261,55978629.199642
